"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"REF**,REF**";"1pin";2;"1pin";;;
2;"C1,C4";"C_1206_HandSoldering";2;"0.1uF";;;
3;"C2";"C_1210_HandSoldering";1;"1uF";;;
4;"C3,C6,C7";"C_1210_HandSoldering";3;"100uF";;;
5;"C5";"C_1206_HandSoldering";1;"1uF";;;
6;"P1";"Pin_Header_Straight_1x03";1;"CONN_01X03";;;
7;"P2,P3";"USB_A";2;"USB_A";;;
8;"R1";"RES_10W";1;"2.2";;;
9;"U1";"RA_POWER_POLE";1;"PwrPole";;;
10;"U2";"TO-220_4pin_vertical";1;"KA278R05";;;
